,0,1,2,3,4,5,6,7,8
1435,1435,2:26:49,Franca FIACCONI,04 OCT 1965,ITA,2,Osaka (JPN),28 JAN 2001,1164
1436,1435,2:26:49,Olivera JEVTIĆ,24 JUL 1977,SCG,8,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1164
1437,1435,2:26:49,Yanan WEI,06 DEC 1981,CHN,2,Shanghai (CHN),30 NOV 2008,1164
1438,1435,2:26:49,Rong CHEN,18 MAY 1988,CHN,2,Dalian (CHN),30 APR 2011,1164
1439,1435,2:26:49,Yoshimi OZAKI,01 JUL 1981,JPN,2,Yokohama (JPN),20 NOV 2011,1164
1440,1435,2:26:49,Maja NEUENSCHWANDER,13 FEB 1980,SUI,6,Berlin (GER),27 SEP 2015,1164
1441,1442,2:26:50,Masako CHIBA,18 JUL 1976,JPN,1,Sapporo (JPN),29 AUG 2004,1164
1442,1442,2:26:50,Madaí PÉREZ,02 FEB 1980,MEX,11,"Olympic Stadium, Helsinki (FIN)",14 AUG 2005,1164
1443,1442,2:26:50,Elfinesh ALEMU,15 MAR 1975,ETH,3,Tokyo (JPN),20 NOV 2005,1164
1444,1442,2:26:50,Marisa BARROS,25 FEB 1980,POR,6,"Olympiastadion, Berlin (GER)",23 AUG 2009,1164
1445,1442,2:26:50,Filomena CHEPCHIRCHIR,01 DEC 1981,KEN,2,Praha (CZE),13 MAY 2012,1164
1446,1442,2:26:50,Worknesh ALEMU,19 MAR 1990,ETH,12,Frankfurt (GER),28 OCT 2018,1164
1447,1442,2:26:50,Aliphine Chepkerker TULIAMUK,05 APR 1989,USA,3,Rotterdam (NED),07 APR 2019,1164
1448,1442,2:26:50,Haftamnesh TESFAYE,28 APR 1994,ETH,8,Berlin (GER),29 SEP 2019,1164
1449,1450,2:26:51,Priscilla WELCH,22 NOV 1944,GBR,2,London (GBR),10 MAY 1987,1164
1450,1450,2:26:51,Ana Isabel ALONSO,16 AUG 1963,ESP,1,San Sebastián (ESP),15 OCT 1995,1164
1451,1450,2:26:51,Joyce CHEPCHUMBA,06 NOV 1970,KEN,1,London (GBR),13 APR 1997,1164
1452,1450,2:26:51,Zinayida SEMYONOVA,19 MAR 1962,RUS,1,St. Paul (USA),07 OCT 2001,1164
1453,1450,2:26:51,Irina PERMITINA,03 FEB 1968,RUS,1,St. Paul (USA),03 OCT 2004,1164
1454,1450,2:26:51,Eyerusalem KUMA,07 SEP 1981,ETH,6f1,Dubai (UAE),16 JAN 2009,1164
1455,1450,2:26:51,Robe GUTA,12 OCT 1986,ETH,1,Seoul (KOR),20 MAR 2011,1164
1456,1450,2:26:51,Marisa BARROS,25 FEB 1980,POR,3,Yokohama (JPN),18 NOV 2012,1164
1457,1450,2:26:51,Albina MAYOROVA,16 MAY 1977,RUS,4,Tokyo (JPN),24 FEB 2013,1164
1458,1450,2:26:51,Alice CHERONO,09 NOV 1993,KEN,4,Barcelona (ESP),10 MAR 2019,1164
1459,1450,2:26:51,Gerda STEYN,03 MAR 1990,RSA,7,London (GBR),04 OCT 2020,1164
1460,1461,2:26:52,Katrin DÖRRE-HEINIG,06 OCT 1961,GDR,1,Grünau (GDR),21 JUL 1984,1164
1461,1461,2:26:52,Liz MCCOLGAN,24 MAY 1964,GBR,2,London (GBR),13 APR 1997,1164
1462,1461,2:26:52,Nicole CARROLL,14 JAN 1972,AUS,5,Osaka (JPN),31 JAN 1999,1164
1463,1461,2:26:52,Constantina DITA-TOMESCU,23 JAN 1970,ROU,3,London (GBR),18 APR 2004,1164
1464,1461,2:26:52,Dire TUNE,19 JUN 1985,ETH,1,"Houston, TX (USA)",14 JAN 2007,1164
1465,1461,2:26:52,Isabellah ANDERSSON,12 NOV 1980,SWE,5,Dubai (UAE),22 JAN 2010,1164
1466,1461,2:26:52,Melkam GIZAW,17 SEP 1990,ETH,6,Eindhoven (NED),09 OCT 2011,1164
1467,1461,2:26:52,Emily Chepkemoi SAMOEI,11 NOV 1980,KEN,1,Barcelona (ESP),25 MAR 2012,1164
1468,1461,2:26:52,Mercy KIBARUS,25 FEB 1984,KEN,3,Seoul (KOR),19 MAR 2017,1164
1469,1461,2:26:52,Muliye DEKEBO,13 MAR 1998,ETH,10,Dubai (UAE),26 JAN 2018,1164
1470,1461,2:26:52,Kellyn TAYLOR,22 JUL 1986,USA,7,"New York, NY (USA)",03 NOV 2019,1164
1471,1472,2:26:53,Joyce CHEPCHUMBA,06 NOV 1970,KEN,6,London (GBR),14 APR 2002,1164
1472,1472,2:26:53,Deena KASTOR,14 FEB 1973,USA,6,"Chicago, IL (USA)",13 OCT 2002,1164
1473,1472,2:26:53,Svetlana ZAKHAROVA,15 SEP 1970,RUS,9,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1164
1474,1472,2:26:53,Sonja OBEREM-KROLIK,24 FEB 1973,GER,3,Berlin (GER),26 SEP 2004,1164
1475,1472,2:26:53,Amane GOBENA,11 SEP 1986,ETH,2,"Los Angeles, CA (USA)",25 MAY 2009,1164
1476,1472,2:26:53,Diana Chepkemoi SIGEI,1987,KEN,6,Dubai (UAE),21 JAN 2011,1164
1477,1472,2:26:53,Fantu JIMMA,11 SEP 1987,ETH,3,Xiamen (CHN),02 JAN 2016,1164
1478,1472,2:26:53,Serena BURLA,29 JUL 1982,USA,4,Osaka (JPN),29 JAN 2017,1164
1479,1472,2:26:53,Shalane FLANAGAN,08 JUL 1981,USA,1,"New York, NY (USA)",05 NOV 2017,1164
1480,1481,2:26:54,Mariko HARA,27 DEC 1970,JPN,2,Osaka (JPN),26 JAN 1997,1163
1481,1481,2:26:54,Liz MCCOLGAN,24 MAY 1964,GBR,2,London (GBR),26 APR 1998,1163
1482,1481,2:26:54,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,2,Wien (AUT),21 MAY 2000,1163
1483,1481,2:26:54,Elfinesh ALEMU,15 MAR 1975,ETH,6,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,1163
1484,1481,2:26:54,Irina TIMOFEYEVA,05 APR 1970,RUS,4,Berlin (GER),30 SEP 2007,1163
1485,1481,2:26:54,Gete WAMI,11 DEC 1974,ETH,8,London (GBR),26 APR 2009,1163
1486,1481,2:26:54,Noriko MATSUOKA,02 MAY 1979,JPN,13,London (GBR),17 APR 2011,1163
1487,1481,2:26:54,Philomena CHEYECH,05 JUL 1982,KEN,5,Tokyo (JPN),22 FEB 2015,1163
1488,1481,2:26:54,Changqin DING,27 NOV 1991,CHN,1,Chongqing (CHN),22 MAR 2015,1163
1489,1481,2:26:54,Gebeyanesh AYELE,01 MAY 1995,ETH,3,Hengshui (CHN),29 SEP 2018,1163
1490,1481,2:26:54,Hiwot AYALEW,06 MAR 1990,ETH,4,Xiamen (CHN),05 JAN 2020,1163
1491,1492,2:26:55,Miki OYAMA,22 OCT 1979,JPN,4,Osaka (JPN),30 JAN 2005,1163
1492,1492,2:26:55,Svetlana ZAKHAROVA,15 SEP 1970,RUS,4,Tokyo (JPN),20 NOV 2005,1163
1493,1492,2:26:55,Madoka OGI,26 OCT 1983,JPN,5,Osaka (JPN),27 JAN 2008,1163
1494,1492,2:26:55,Tetyana FILONYUK,05 APR 1984,UKR,2,Ljubljana (SLO),25 OCT 2009,1163
1495,1492,2:26:55,Mai ITO,23 MAY 1984,JPN,2,Osaka (JPN),30 JAN 2011,1163
1496,1492,2:26:55,Jelena PROKOPČUKA,21 SEP 1976,LAT,4,Yokohama (JPN),18 NOV 2012,1163
1497,1492,2:26:55,Ashete BEKERE,17 APR 1988,ETH,5,Praha (CZE),03 MAY 2015,1163
1498,1492,2:26:55,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,4,Seoul (KOR),19 MAR 2017,1163
1499,1492,2:26:55,Deborah SCHÖNEBORN,13 MAR 1994,GER,12,Valencia (ESP),06 DEC 2020,1163
