,0,1,2,3,4,5,6,7,8
0,1,2:14:04,Brigid KOSGEI,20 FEB 1994,KEN,1,"Chicago, IL (USA)",13 OCT 2019,1295
1,2,2:15:25,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),13 APR 2003,1281
2,3,2:17:01,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,London (GBR),23 APR 2017,1264
3,4,2:17:08,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,Dubai (UAE),25 JAN 2019,1263
4,5,2:17:16,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,Valencia (ESP),06 DEC 2020,1262
5,6,2:17:18,Paula RADCLIFFE,17 DEC 1973,GBR,1,"Chicago, IL (USA)",13 OCT 2002,1261
6,7,2:17:41,Worknesh DEGEFA,28 OCT 1990,ETH,2,Dubai (UAE),25 JAN 2019,1257
7,8,2:17:42,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),17 APR 2005,1257
8,9,2:17:45,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,Tokyo (JPN),01 MAR 2020,1257
9,10,2:17:56,Tirunesh DIBABA,01 OCT 1985,ETH,2,London (GBR),23 APR 2017,1255
10,11,2:18:11,Gladys CHERONO,12 MAY 1983,KEN,1,Berlin (GER),16 SEP 2018,1252
11,12,2:18:20,Brigid KOSGEI,20 FEB 1994,KEN,1,London (GBR),28 APR 2019,1250
12,13,2:18:30,Roza DEREJE,09 MAY 1997,ETH,1,Valencia (ESP),01 DEC 2019,1249
13,14,2:18:31,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Chicago, IL (USA)",08 OCT 2017,1249
14,14,2:18:31,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,London (GBR),22 APR 2018,1249
15,16,2:18:33,Azmera ABREHA,31 JAN 1998,ETH,2,Valencia (ESP),01 DEC 2019,1248
16,17,2:18:34,Ruti AGA,16 JAN 1994,ETH,2,Berlin (GER),16 SEP 2018,1248
17,18,2:18:35,Brigid KOSGEI,20 FEB 1994,KEN,1,"Chicago, IL (USA)",07 OCT 2018,1248
18,18,2:18:35,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,Istanbul (TUR),11 NOV 2018,1248
19,18,2:18:35,Birhane DIBABA,11 SEP 1993,ETH,2,Tokyo (JPN),01 MAR 2020,1248
20,21,2:18:37,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,London (GBR),22 APR 2012,1248
21,22,2:18:40,Joyciline JEPKOSGEI,08 DEC 1993,KEN,2,Valencia (ESP),06 DEC 2020,1247
22,23,2:18:46,Birhane DIBABA,11 SEP 1993,ETH,3,Valencia (ESP),01 DEC 2019,1246
23,24,2:18:47,Catherine NDEREBA,21 JUL 1972,KEN,1,"Chicago, IL (USA)",07 OCT 2001,1246
24,25,2:18:52,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,4,Valencia (ESP),01 DEC 2019,1245
25,26,2:18:55,Tirunesh DIBABA,01 OCT 1985,ETH,3,Berlin (GER),16 SEP 2018,1244
26,27,2:18:56,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),14 APR 2002,1244
27,28,2:18:58,Tiki GELANA,22 OCT 1987,ETH,1,Rotterdam (NED),15 APR 2012,1244
28,28,2:18:58,Brigid KOSGEI,20 FEB 1994,KEN,1,London (GBR),04 OCT 2020,1244
29,30,2:19:10,Valary JEMELI,08 JUN 1991,KEN,1,Frankfurt (GER),27 OCT 2019,1242
30,31,2:19:12,Mizuki NOGUCHI,03 JUL 1978,JPN,1,Berlin (GER),25 SEP 2005,1242
31,32,2:19:17,Roza DEREJE,09 MAY 1997,ETH,1,Dubai (UAE),26 JAN 2018,1241
32,33,2:19:19,Irina MIKITENKO,23 AUG 1972,GER,1,Berlin (GER),28 SEP 2008,1240
33,33,2:19:19,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,London (GBR),17 APR 2011,1240
34,35,2:19:25,Gladys CHERONO,12 MAY 1983,KEN,1,Berlin (GER),27 SEP 2015,1239
35,36,2:19:26,Catherine NDEREBA,21 JUL 1972,KEN,2,"Chicago, IL (USA)",13 OCT 2002,1239
36,36,2:19:26,Degitu AZIMERAW,24 JAN 1999,ETH,1,Amsterdam (NED),20 OCT 2019,1239
37,38,2:19:28,Zeineba YIMER,17 JUN 1998,ETH,5,Valencia (ESP),01 DEC 2019,1239
38,39,2:19:30,Boru Feyse TADESE,19 NOV 1988,ETH,2,Dubai (UAE),26 JAN 2018,1238
39,40,2:19:31,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,Dubai (UAE),27 JAN 2012,1238
40,41,2:19:34,Lucy Kabuu WANGUI,24 MAR 1984,KEN,2,Dubai (UAE),27 JAN 2012,1238
41,42,2:19:36,Deena KASTOR,14 FEB 1973,USA,1,London (GBR),23 APR 2006,1237
42,42,2:19:36,Yebrgual MELESE,18 APR 1990,ETH,3,Dubai (UAE),26 JAN 2018,1237
43,44,2:19:38,Worknesh DEGEFA,28 OCT 1990,ETH,1,Dubai (UAE),24 JAN 2020,1237
44,45,2:19:39,Yingjie SUN,19 JAN 1979,CHN,1,Beijing (CHN),19 OCT 2003,1237
45,46,2:19:41,Yoko SHIBUI,14 MAR 1979,JPN,1,Berlin (GER),26 SEP 2004,1237
46,46,2:19:41,Tirfi TSEGAYE,25 NOV 1984,ETH,1,Dubai (UAE),22 JAN 2016,1237
47,48,2:19:44,Florence KIPLAGAT,27 FEB 1987,KEN,1,Berlin (GER),25 SEP 2011,1236
48,49,2:19:46,Naoko TAKAHASHI,06 MAY 1972,JPN,1,Berlin (GER),30 SEP 2001,1236
49,49,2:19:46,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,Praha (CZE),05 MAY 2019,1236
50,51,2:19:47,Sarah CHEPCHIRCHIR,27 JUL 1984,KEN,1,Tokyo (JPN),26 FEB 2017,1236
51,52,2:19:50,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,London (GBR),22 APR 2012,1235
52,53,2:19:51,Chunxiu ZHOU,15 NOV 1978,CHN,1,Seoul (KOR),12 MAR 2006,1235
53,53,2:19:51,Birhane DIBABA,11 SEP 1993,ETH,1,Tokyo (JPN),25 FEB 2018,1235
54,55,2:19:52,Mare DIBABA,20 OCT 1989,ETH,3,Dubai (UAE),27 JAN 2012,1235
55,55,2:19:52,Mare DIBABA,20 OCT 1989,ETH,1,Xiamen (CHN),03 JAN 2015,1235
56,55,2:19:52,Tigist GIRMA,1993,ETH,2,Amsterdam (NED),20 OCT 2019,1235
57,55,2:19:52,Helalia JOHANNES,13 AUG 1980,NAM,3,Valencia (ESP),06 DEC 2020,1235
58,59,2:19:53,Worknesh DEGEFA,28 OCT 1990,ETH,4,Dubai (UAE),26 JAN 2018,1234
59,60,2:19:54,Zeineba YIMER,17 JUN 1998,ETH,4,Valencia (ESP),06 DEC 2020,1234
60,61,2:19:55,Catherine NDEREBA,21 JUL 1972,KEN,2,London (GBR),13 APR 2003,1234
61,62,2:19:56,Degitu AZIMERAW,24 JAN 1999,ETH,5,Valencia (ESP),06 DEC 2020,1234
62,62,2:19:56,Tigist GIRMA,1993,ETH,6,Valencia (ESP),06 DEC 2020,1234
63,64,2:19:57,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,1,"Chicago, IL (USA)",13 OCT 2013,1234
64,65,2:20:02,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,Dubai (UAE),23 JAN 2015,1233
65,66,2:20:03,Gladys CHERONO,12 MAY 1983,KEN,2,Dubai (UAE),23 JAN 2015,1233
66,67,2:20:05,Ruti AGA,16 JAN 1994,ETH,7,Valencia (ESP),06 DEC 2020,1232
67,68,2:20:11,Gutemi Shone IMANA,17 NOV 1991,ETH,2,Dubai (UAE),24 JAN 2020,1231
68,69,2:20:13,Haftamnesh TESFAYE,28 APR 1994,ETH,5,Dubai (UAE),26 JAN 2018,1231
69,69,2:20:13,Brigid KOSGEI,20 FEB 1994,KEN,2,London (GBR),22 APR 2018,1231
70,71,2:20:14,Prisca JEPTOO,24 JUN 1984,KEN,3,London (GBR),22 APR 2012,1231
71,71,2:20:14,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,2,London (GBR),28 APR 2019,1231
72,71,2:20:14,Ashete BEKERE,17 APR 1988,ETH,1,Berlin (GER),29 SEP 2019,1231
73,74,2:20:15,Prisca JEPTOO,24 JUN 1984,KEN,1,London (GBR),21 APR 2013,1231
74,75,2:20:18,Tirfi TSEGAYE,25 NOV 1984,ETH,1,Berlin (GER),28 SEP 2014,1230
75,76,2:20:21,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,1,London (GBR),13 APR 2014,1230
76,76,2:20:21,Lucy Kabuu WANGUI,24 MAR 1984,KEN,3,Dubai (UAE),23 JAN 2015,1230
77,76,2:20:21,Mare DIBABA,20 OCT 1989,ETH,2,Berlin (GER),29 SEP 2019,1230
78,79,2:20:22,Brigid KOSGEI,20 FEB 1994,KEN,2,"Chicago, IL (USA)",08 OCT 2017,1230
79,80,2:20:23,Gladys CHERONO,12 MAY 1983,KEN,1,Berlin (GER),24 SEP 2017,1229
80,81,2:20:24,Florence KIPLAGAT,27 FEB 1987,KEN,2,London (GBR),13 APR 2014,1229
81,81,2:20:24,Workenesh EDESA,11 SEP 1992,ETH,6,Valencia (ESP),01 DEC 2019,1229
82,83,2:20:27,Boru Feyse TADESE,19 NOV 1988,ETH,2,Berlin (GER),28 SEP 2014,1229
83,84,2:20:29,Mao ICHIYAMA,29 MAY 1997,JPN,1,Nagoya (JPN),08 MAR 2020,1228
84,85,2:20:30,Bezunesh BEKELE,29 JAN 1983,ETH,4,Dubai (UAE),27 JAN 2012,1228
85,85,2:20:30,Aberu KEBEDE,12 SEP 1986,ETH,1,Berlin (GER),30 SEP 2012,1228
86,85,2:20:30,Sutume Asefa KEBEDE,11 DEC 1994,ETH,3,Tokyo (JPN),01 MAR 2020,1228
87,88,2:20:33,Aberu KEBEDE,12 SEP 1986,ETH,5,Dubai (UAE),27 JAN 2012,1228
88,89,2:20:35,Tirunesh DIBABA,01 OCT 1985,ETH,3,London (GBR),13 APR 2014,1227
89,90,2:20:36,Meskerem ASSEFA,03 OCT 1991,ETH,1,Frankfurt (GER),28 OCT 2018,1227
90,90,2:20:36,Yebrgual MELESE,18 APR 1990,ETH,1,Shanghai (CHN),18 NOV 2018,1227
91,92,2:20:38,Chunxiu ZHOU,15 NOV 1978,CHN,1,London (GBR),22 APR 2007,1227
92,93,2:20:39,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,7,Valencia (ESP),01 DEC 2019,1227
93,94,2:20:40,Ruti AGA,16 JAN 1994,ETH,1,Tokyo (JPN),03 MAR 2019,1226
94,95,2:20:41,Ruti AGA,16 JAN 1994,ETH,2,Berlin (GER),24 SEP 2017,1226
95,96,2:20:42,Berhane ADERE,23 NOV 1973,ETH,1,"Chicago, IL (USA)",22 OCT 2006,1226
96,97,2:20:43,Tegla LOROUPE,09 MAY 1973,KEN,1,Berlin (GER),26 SEP 1999,1226
97,98,2:20:45,Aberu KEBEDE,12 SEP 1986,ETH,1,Berlin (GER),25 SEP 2016,1226
98,98,2:20:45,Gelete BURKA,23 JAN 1986,ETH,6,Dubai (UAE),26 JAN 2018,1226
99,100,2:20:46,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,London (GBR),17 APR 2011,1225
100,101,2:20:47,Tegla LOROUPE,09 MAY 1973,KEN,1,Rotterdam (NED),19 APR 1998,1225
101,101,2:20:47,Galina BOGOMOLOVA,15 OCT 1977,RUS,2,"Chicago, IL (USA)",22 OCT 2006,1225
102,101,2:20:47,Haftamnesh TESFAYE,28 APR 1994,ETH,2,Frankfurt (GER),28 OCT 2018,1225
103,104,2:20:48,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,2,"Chicago, IL (USA)",13 OCT 2013,1225
104,104,2:20:48,Aberu KEBEDE,12 SEP 1986,ETH,2,Berlin (GER),27 SEP 2015,1225
105,104,2:20:48,Amane Beriso SHANKULE,13 OCT 1991,ETH,2,Dubai (UAE),22 JAN 2016,1225
106,104,2:20:48,Azmera GEBRU,21 OCT 1995,ETH,3,Amsterdam (NED),20 OCT 2019,1225
107,108,2:20:51,Roza DEREJE,09 MAY 1997,ETH,3,London (GBR),28 APR 2019,1225
108,108,2:20:51,Ababel YESHANEH,22 JUL 1991,ETH,2,"Chicago, IL (USA)",13 OCT 2019,1225
109,110,2:20:52,Gladys CHERONO,12 MAY 1983,KEN,4,London (GBR),28 APR 2019,1224
110,111,2:20:53,Valary JEMELI,08 JUN 1991,KEN,3,Berlin (GER),24 SEP 2017,1224
111,112,2:20:55,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,1,Paris (FRA),09 APR 2017,1224
112,112,2:20:55,Gelete BURKA,23 JAN 1986,ETH,3,"Chicago, IL (USA)",13 OCT 2019,1224
113,114,2:20:57,Paula RADCLIFFE,17 DEC 1973,GBR,1,"Olympic Stadium, Helsinki (FIN)",14 AUG 2005,1224
114,114,2:20:57,Florence KIPLAGAT,27 FEB 1987,KEN,4,London (GBR),22 APR 2012,1224
115,114,2:20:57,Jordan HASAY,21 SEP 1991,USA,3,"Chicago, IL (USA)",08 OCT 2017,1224
116,114,2:20:57,Joan Chelimo MELLY,10 NOV 1990,KEN,8,Valencia (ESP),06 DEC 2020,1224
117,118,2:20:58,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,5,London (GBR),28 APR 2019,1223
118,119,2:20:59,Shure DEMISE,21 JAN 1996,ETH,4,Dubai (UAE),23 JAN 2015,1223
119,119,2:20:59,Agnes Jeruto KIPROTICH,05 FEB 1982,KEN,2,Paris (FRA),09 APR 2017,1223
120,121,2:21:01,Yingjie SUN,19 JAN 1979,CHN,1,Beijing (CHN),16 OCT 2005,1223
121,121,2:21:01,Meselech MELKAMU,19 APR 1985,ETH,1,Frankfurt (GER),28 OCT 2012,1223
122,121,2:21:01,Helen BEKELE,21 NOV 1994,ETH,2,Tokyo (JPN),03 MAR 2019,1223
123,124,2:21:03,Besu SADO,12 JAN 1996,ETH,4,Amsterdam (NED),20 OCT 2019,1223
124,125,2:21:05,Workenesh EDESA,11 SEP 1992,ETH,3,Dubai (UAE),25 JAN 2019,1222
125,125,2:21:05,Shure DEMISE,21 JAN 1996,ETH,3,Tokyo (JPN),03 MAR 2019,1222
126,127,2:21:06,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,London (GBR),21 APR 1985,1222
127,127,2:21:06,Boru Feyse TADESE,19 NOV 1988,ETH,1,Paris (FRA),07 APR 2013,1222
128,127,2:21:06,Selly Chepyego KAPTICH,03 OCT 1985,KEN,3,Berlin (GER),29 SEP 2019,1222
129,130,2:21:09,Meseret Hailu DEBELE,12 SEP 1990,ETH,1,Amsterdam (NED),21 OCT 2012,1221
130,131,2:21:10,Alemu MEGERTU,1997,ETH,2,Frankfurt (GER),27 OCT 2019,1221
131,132,2:21:11,Chunxiu ZHOU,15 NOV 1978,CHN,2,Beijing (CHN),16 OCT 2005,1221
132,132,2:21:11,Vivian KIPLAGAT,09 NOV 1991,KEN,1,Abu Dhabi (UAE),06 DEC 2019,1221
133,134,2:21:13,Florence KIPLAGAT,27 FEB 1987,KEN,1,Berlin (GER),29 SEP 2013,1221
134,135,2:21:14,Shalane FLANAGAN,08 JUL 1981,USA,3,Berlin (GER),28 SEP 2014,1221
135,135,2:21:14,Ashete BEKERE,17 APR 1988,ETH,1,Valencia (ESP),02 DEC 2018,1221
136,137,2:21:16,Deena KASTOR,14 FEB 1973,USA,3,London (GBR),13 APR 2003,1220
137,138,2:21:17,Aberu KEBEDE,12 SEP 1986,ETH,5,Dubai (UAE),23 JAN 2015,1220
138,138,2:21:17,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,Nagoya (JPN),12 MAR 2017,1220
139,140,2:21:18,Mizuki NOGUCHI,03 JUL 1978,JPN,1,Osaka (JPN),26 JAN 2003,1220
140,140,2:21:18,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,4,Berlin (GER),16 SEP 2018,1220
141,140,2:21:18,Roza DEREJE,09 MAY 1997,ETH,2,"Chicago, IL (USA)",07 OCT 2018,1220
142,143,2:21:19,Tirfi TSEGAYE,25 NOV 1984,ETH,2,Berlin (GER),30 SEP 2012,1220
143,143,2:21:19,Birhane DIBABA,11 SEP 1993,ETH,2,Tokyo (JPN),26 FEB 2017,1220
144,143,2:21:19,Ruti AGA,16 JAN 1994,ETH,2,Tokyo (JPN),25 FEB 2018,1220
145,146,2:21:21,Joan BENOIT-SAMUELSON,16 MAY 1957,USA,1,"Chicago, IL (USA)",20 OCT 1985,1219
146,146,2:21:21,Yingjie SUN,19 JAN 1979,CHN,1,Beijing (CHN),13 OCT 2002,1219
147,148,2:21:22,Yoko SHIBUI,14 MAR 1979,JPN,3,"Chicago, IL (USA)",13 OCT 2002,1219
148,148,2:21:22,Philomena CHEYECH,05 JUL 1982,KEN,3,Paris (FRA),09 APR 2017,1219
149,148,2:21:22,Mimi BELETE,09 JUN 1988,BRN,5,Amsterdam (NED),20 OCT 2019,1219
150,151,2:21:25,Deena KASTOR,14 FEB 1973,USA,1,"Chicago, IL (USA)",09 OCT 2005,1219
151,152,2:21:26,Bornes CHEPKIRUI,23 NOV 1986,KEN,1,Ljubljana (SLO),27 OCT 2019,1219
152,153,2:21:27,Helah Jelagat KIPROP,07 APR 1985,KEN,1,Tokyo (JPN),28 FEB 2016,1218
153,154,2:21:29,Lyudmila PETROVA,07 OCT 1968,RUS,2,London (GBR),23 APR 2006,1218
154,155,2:21:30,Constantina DITA-TOMESCU,23 JAN 1970,ROU,2,"Chicago, IL (USA)",09 OCT 2005,1218
155,155,2:21:30,Lydia CHEROMEI,11 MAY 1977,KEN,6,Dubai (UAE),27 JAN 2012,1218
156,157,2:21:31,Svetlana ZAKHAROVA,15 SEP 1970,RUS,4,"Chicago, IL (USA)",13 OCT 2002,1218
157,157,2:21:31,Askale Magarsa TAFA,27 SEP 1984,ETH,2,Berlin (GER),28 SEP 2008,1218
158,159,2:21:32,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,London (GBR),21 APR 2013,1218
159,159,2:21:32,Florence KIPLAGAT,27 FEB 1987,KEN,1,"Chicago, IL (USA)",09 OCT 2016,1218
160,159,2:21:32,Bedatu HIRPA,28 APR 1999,ETH,3,Frankfurt (GER),28 OCT 2018,1218
161,162,2:21:33,Catherine NDEREBA,21 JUL 1972,KEN,1,"Chicago, IL (USA)",22 OCT 2000,1217
162,162,2:21:33,Shitaye ESHETE,21 MAY 1990,BRN,2,Ljubljana (SLO),27 OCT 2019,1217
163,164,2:21:34,Gete WAMI,11 DEC 1974,ETH,1,Berlin (GER),24 SEP 2006,1217
164,165,2:21:36,Mare DIBABA,20 OCT 1989,ETH,1,Xiamen (CHN),02 JAN 2014,1217
165,165,2:21:36,Yuka ANDO,16 MAR 1994,JPN,2,Nagoya (JPN),12 MAR 2017,1217
166,165,2:21:36,Helen BEKELE,21 NOV 1994,ETH,4,Berlin (GER),29 SEP 2019,1217
167,168,2:21:37,Mizuki NOGUCHI,03 JUL 1978,JPN,1,Tokyo (JPN),18 NOV 2007,1217
168,168,2:21:37,Visiline JEPKESHO,30 DEC 1989,KEN,4,Paris (FRA),09 APR 2017,1217
169,170,2:21:38,Valary JEMELI,08 JUN 1991,KEN,1,Beijing (CHN),16 SEP 2018,1217
170,171,2:21:39,Georgina RONO,19 MAY 1980,KEN,2,Frankfurt (GER),28 OCT 2012,1216
171,172,2:21:40,Tirfi TSEGAYE,25 NOV 1984,ETH,1,Paris (FRA),15 APR 2012,1216
172,172,2:21:40,Tadelech BEKELE ALEMU,11 APR 1991,ETH,3,London (GBR),22 APR 2018,1216
173,174,2:21:41,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,2,Amsterdam (NED),21 OCT 2012,1216
174,175,2:21:42,Boru Feyse TADESE,19 NOV 1988,ETH,4,London (GBR),13 APR 2014,1216
175,175,2:21:42,Amy CRAGG,21 JAN 1984,USA,3,Tokyo (JPN),25 FEB 2018,1216
176,175,2:21:42,Selly Chepyego KAPTICH,03 OCT 1985,KEN,4,Tokyo (JPN),01 MAR 2020,1216
177,178,2:21:45,Masako CHIBA,18 JUL 1976,JPN,2,Osaka (JPN),26 JAN 2003,1215
178,178,2:21:45,Gete WAMI,11 DEC 1974,ETH,2,London (GBR),22 APR 2007,1215
179,178,2:21:45,Dera DIDA,26 OCT 1996,ETH,7,Dubai (UAE),26 JAN 2018,1215
180,178,2:21:45,Meskerem ASSEFA,03 OCT 1991,ETH,1,Nagoya (JPN),11 MAR 2018,1215
181,182,2:21:46,Susan CHEPKEMEI,25 JUN 1975,KEN,3,London (GBR),23 APR 2006,1215
182,183,2:21:47,Naoko TAKAHASHI,06 MAY 1972,JPN,1,Bangkok (THA),06 DEC 1998,1215
183,183,2:21:47,Mizuki MATSUDA,31 MAY 1995,JPN,1,Osaka (JPN),26 JAN 2020,1215
184,185,2:21:49,Naoko TAKAHASHI,06 MAY 1972,JPN,1,Berlin (GER),29 SEP 2002,1215
185,186,2:21:50,Florence KIPLAGAT,27 FEB 1987,KEN,4,Tokyo (JPN),03 MAR 2019,1215
186,187,2:21:51,Naoko SAKAMOTO,14 NOV 1980,JPN,3,Osaka (JPN),26 JAN 2003,1214
187,187,2:21:51,Amane GOBENA,11 SEP 1986,ETH,2,Tokyo (JPN),28 FEB 2016,1214
188,187,2:21:51,Azmera ABREHA,31 JAN 1998,ETH,2,Shanghai (CHN),18 NOV 2018,1214
189,190,2:21:52,Berhane ADERE,23 NOV 1973,ETH,4,London (GBR),23 APR 2006,1214
190,190,2:21:52,Tigist TUFA,26 JAN 1987,ETH,1,Shanghai (CHN),02 NOV 2014,1214
191,192,2:21:53,Belaynesh OLJIRA,26 JUN 1990,ETH,4,Frankfurt (GER),28 OCT 2018,1214
192,193,2:21:54,Meselech MELKAMU,19 APR 1985,ETH,1,Hamburg (GER),17 APR 2016,1214
193,193,2:21:54,Tadelech BEKELE ALEMU,11 APR 1991,ETH,1,Amsterdam (NED),15 OCT 2017,1214
194,195,2:21:55,Bedatu HIRPA,28 APR 1999,ETH,3,Dubai (UAE),24 JAN 2020,1214
195,196,2:21:56,Mulu SEBOKA,25 SEP 1984,ETH,6,Dubai (UAE),23 JAN 2015,1213
196,196,2:21:56,Tigist GIRMA,1993,ETH,5,Tokyo (JPN),01 MAR 2020,1213
197,198,2:21:57,Valary JEMELI,08 JUN 1991,KEN,1,Praha (CZE),07 MAY 2017,1213
198,199,2:21:58,Galina BOGOMOLOVA,15 OCT 1977,RUS,5,London (GBR),23 APR 2006,1213
199,200,2:21:59,Mamitu DASKA,16 OCT 1983,ETH,1,Frankfurt (GER),30 OCT 2011,1213
200,201,2:22:01,Catherine NDEREBA,21 JUL 1972,KEN,2,"Olympic Stadium, Helsinki (FIN)",14 AUG 2005,1213
201,201,2:22:01,Sara HALL,15 APR 1983,USA,2,London (GBR),04 OCT 2020,1213
202,203,2:22:03,Atsede BAYISA,16 APR 1987,ETH,1,"Chicago, IL (USA)",07 OCT 2012,1212
203,204,2:22:04,Atsede BAYISA,16 APR 1987,ETH,1,Paris (FRA),11 APR 2010,1212
204,204,2:22:04,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,2,"Chicago, IL (USA)",07 OCT 2012,1212
205,206,2:22:05,Ruth CHEPNGETICH,08 AUG 1994,KEN,3,London (GBR),04 OCT 2020,1212
206,207,2:22:06,Diana Chemtai KIPYOGEI,05 MAY 1994,KEN,1,Istanbul (TUR),08 NOV 2020,1212
207,208,2:22:07,Tegla LOROUPE,09 MAY 1973,KEN,1,Rotterdam (NED),20 APR 1997,1212
208,208,2:22:07,Shure DEMISE,21 JAN 1996,ETH,4,Tokyo (JPN),25 FEB 2018,1212
209,208,2:22:07,Diana Chemtai KIPYOGEI,05 MAY 1994,KEN,3,Ljubljana (SLO),27 OCT 2019,1212
210,211,2:22:08,Tiki GELANA,22 OCT 1987,ETH,1,Amsterdam (NED),16 OCT 2011,1211
211,211,2:22:08,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,Nagoya (JPN),08 MAR 2015,1211
212,213,2:22:09,Ejegayehu DIBABA,21 MAR 1982,ETH,1,"Chicago, IL (USA)",09 OCT 2011,1211
213,214,2:22:11,Irina MIKITENKO,23 AUG 1972,GER,1,London (GBR),26 APR 2009,1211
214,214,2:22:11,Lydia CHEROMEI,11 MAY 1977,KEN,2,Valencia (ESP),02 DEC 2018,1211
215,214,2:22:11,Meskerem ASSEFA,03 OCT 1991,ETH,3,Frankfurt (GER),27 OCT 2019,1211
216,217,2:22:12,Eri YAMAGUCHI,14 JAN 1973,JPN,1,Tokyo (JPN),21 NOV 1999,1211
217,217,2:22:12,Nancy Jepkosgei KIPROP,07 JUL 1979,KEN,1,Wien (AUT),07 APR 2019,1211
218,219,2:22:15,Amane Beriso SHANKULE,13 OCT 1991,ETH,2,Praha (CZE),07 MAY 2017,1210
219,219,2:22:15,Shure DEMISE,21 JAN 1996,ETH,3,"Chicago, IL (USA)",07 OCT 2018,1210
220,221,2:22:16,Sara HALL,15 APR 1983,USA,5,Berlin (GER),29 SEP 2019,1210
221,221,2:22:16,Magdalyne MASAI,21 NOV 1993,KEN,1,Toronto (CAN),20 OCT 2019,1210
222,223,2:22:17,Kayoko FUKUSHI,25 MAR 1982,JPN,1,Osaka (JPN),31 JAN 2016,1210
223,223,2:22:17,Gelete BURKA,23 JAN 1986,ETH,1,Ottawa (CAN),27 MAY 2018,1210
224,225,2:22:18,Irina MIKITENKO,23 AUG 1972,GER,2,Berlin (GER),25 SEP 2011,1210
225,226,2:22:19,Naoko TAKAHASHI,06 MAY 1972,JPN,1,Nagoya (JPN),12 MAR 2000,1210
226,226,2:22:19,Gete WAMI,11 DEC 1974,ETH,1,Amsterdam (NED),20 OCT 2002,1210
227,228,2:22:21,Aberu KEBEDE,12 SEP 1986,ETH,1,Frankfurt (GER),26 OCT 2014,1209
228,229,2:22:22,Lornah KIPLAGAT,01 MAY 1974,KEN,4,Osaka (JPN),26 JAN 2003,1209
229,230,2:22:23,Catherina MCKIERNAN,30 NOV 1969,IRL,1,Amsterdam (NED),01 NOV 1998,1209
230,230,2:22:23,Tirfi TSEGAYE,25 NOV 1984,ETH,1,Tokyo (JPN),23 FEB 2014,1209
231,230,2:22:23,Tadelech BEKELE ALEMU,11 APR 1991,ETH,3,Praha (CZE),07 MAY 2017,1209
232,230,2:22:23,Mizuki MATSUDA,31 MAY 1995,JPN,5,Berlin (GER),16 SEP 2018,1209
233,234,2:22:25,Helalia JOHANNES,13 AUG 1980,NAM,1,Nagoya (JPN),10 MAR 2019,1209
234,234,2:22:25,Vivian KIPLAGAT,09 NOV 1991,KEN,1,Milano (ITA),07 APR 2019,1209
235,236,2:22:28,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,Berlin (GER),29 SEP 2013,1208
236,237,2:22:29,Meselech MELKAMU,19 APR 1985,ETH,3,Dubai (UAE),22 JAN 2016,1208
237,237,2:22:29,Mimi BELETE,09 JUN 1988,BRN,1,Toronto (CAN),21 OCT 2018,1208
238,237,2:22:29,Abeba-Tekulu GEBREMESKEL,1989,ETH,8,Valencia (ESP),01 DEC 2019,1208
239,240,2:22:30,Birhane DIBABA,11 SEP 1993,ETH,2,Tokyo (JPN),23 FEB 2014,1208
240,241,2:22:31,Svetlana ZAKHAROVA,15 SEP 1970,RUS,2,London (GBR),14 APR 2002,1208
241,242,2:22:33,Lyudmila PETROVA,07 OCT 1968,RUS,3,London (GBR),14 APR 2002,1207
